---NEW ATTEMPT---
28.6083860832111 -80.5997669876188
iter int, downrange m, altitude m, north m, lat d, lng d, airq, srf_vel, orb_vel, pressure, temp, engs, ch4pc, loxpc, pitch, heading, roll, shipsep, boostersep, hsrsep
-2, 0, 186.091806086712, 0, 28.6083860832111, -80.5997669876188, 1.70536007491327E-08, 0.041439442972456, 407.871287875892, 0.978222632155194, 282.014404296875, 0, 0.999999894722205, 1, 89.8909378124029, 189.634167485357, 99.6379595779508, false, false, true
-2, 0.000115717829277356, 186.091787309386, -0.00436674497845186, 28.6083860439791, -80.5997669864346, 8.10260835273842E-09, 0.0229036927543178, 407.871094415877, 0.978222632155194, 282.014404296875, 0, 0.99999989277776, 1, 89.8859693319811, 189.139337620899, 99.1436910486272, false, false, true
-2, 0.000174273839296966, 186.091764368117, -0.00596626021782182, 28.6083860296086, -80.5997669858354, 2.65455093489233E-09, 0.0061928769833294, 407.870586526081, 0.978222632155194, 282.014404296875, 0, 0.999999891111093, 1, 89.8841466971435, 188.962172970776, 98.9658761741292, false, false, true
-2, 0.000161792777397738, 186.091775977984, -0.00553316402730609, 28.6083860334996, -80.5997669859631, 1.26296284078205E-10, 0.0108505176345586, 407.869979358378, 0.978222632155194, 282.014404296875, 0, 0.999999889444426, 1, 89.8846377137074, 189.004138122664, 99.010148493368, false, false, true
-2, 9.91000202261257E-05, 186.091783090495, -0.00309950497534572, 28.6083860553643, -80.5997669866047, 8.54365893035551E-10, 0.0272426001061195, 407.86970088877, 0.978222632155194, 282.014404296875, 0, 0.999999887777759, 1, 89.8874059365323, 189.272921609328, 99.2761446719911, false, false, true
-2, -1.0428657628007E-05, 186.091797749512, 0.00122863746564327, 28.6083860942495, -80.5997669877256, 4.66244841552822E-09, 0.0424561578632248, 407.869308549647, 0.978222632155194, 282.014404296875, 0, 0.999999886111092, 1, 89.8923511744662, 189.767055067923, 99.7707145056537, false, false, true
-2, -0.000171491012218859, 186.091829893179, 0.00726364159782852, 28.6083861484697, -80.5997669893738, 1.08971415098831E-08, 0.0558747052301894, 407.868754639153, 0.978222632155194, 282.014404296875, 0, 0.999999884444426, 1, 89.8992108089484, 190.546043449018, 100.550706059785, false, false, true
-2, -0.000398573295900941, 186.09183382988, 0.0147549139995423, 28.6083862157734, -80.5997669916977, 1.85157276279789E-08, 0.0669773388780078, 407.868328813327, 0.978222632155194, 282.014404296875, 0, 0.999999882777759, 1, 89.9076993724565, 191.685041082491, 101.690016516169, false, false, true
-2, -0.000658017745084294, 186.091884838417, 0.0233916350427737, 28.6083862933681, -80.5997669943528, 2.62875212441898E-08, 0.0753447361157601, 407.868176595859, 0.978222632155194, 282.014404296875, 0, 0.999999881111092, 1, 89.9174209858762, 193.292903611027, 103.297827628841, false, false, true
-2, -0.000908994290487669, 186.091887837276, 0.032818318539185, 28.60838637806, -80.5997669969212, 3.29617207910996E-08, 0.08059088912716, 407.868356155665, 0.978222632155194, 282.014404296875, 0, 0.999999879444425, 1, 89.9279555652004, 195.520967538615, 105.525470472363, false, false, true
-2, -0.00116198852379379, 186.091921602376, 0.0426357671153473, 28.6083864662627, -80.5997669995103, 3.74030932584136E-08, 0.0822998697666837, 407.868096354973, 0.978222632155194, 282.014404296875, 0, 0.999999877777758, 1, 89.9387790662355, 198.638727757878, 108.644030837535, false, false, true
-2, -0.00142412414854509, 186.091940532438, 0.0523664319517102, 28.6083865536857, -80.5997670021929, 3.8604335114113E-08, 0.0798262553199966, 407.868302843584, 0.978222632155194, 282.014404296875, 0, 0.999999876111091, 1, 89.9492852564605, 203.050816702211, 113.057675377588, false, false, true
-2, -0.00165203405746658, 186.091975659132, 0.0615182453722854, 28.6083866359081, -80.5997670045252, 3.60222359649843E-08, 0.0734533590770679, 407.868526485531, 0.978222632155194, 282.014404296875, 0, 0.999999874444424, 1, 89.9587089954743, 209.184125355132, 119.187318738082, false, false, true
-2, -0.00186077106672123, 186.091975294985, 0.0696692170282355, 28.6083867091387, -80.5997670066614, 3.02333859478231E-08, 0.0637958706150779, 407.86861371797, 0.978222632155194, 282.014404296875, 0, 0.999999872777757, 1, 89.9665162583404, 217.461151611658, 127.475011135841, false, false, true
-2, -0.00205045459917164, 186.0919763688, 0.0764821069746525, 28.6083867703476, -80.5997670086025, 2.26180359967203E-08, 0.0516302524170278, 407.868760853284, 0.978222632155194, 282.014404296875, 0, 0.99999987111109, 1, 89.9722133713043, 227.805657525716, 137.816759756067, false, false, true
-2, -0.00220748435242284, 186.09198479075, 0.0816900974146427, 28.6083868171376, -80.5997670102095, 1.46095237372129E-08, 0.0374713906671003, 407.869235600252, 0.978222632155194, 282.014404296875, 0, 0.999999869444423, 1, 89.9756975131957, 238.717793570217, 148.718054349776, false, false, true
-2, -0.00229153710984063, 186.091985543258, 0.0850970090032395, 28.6083868477463, -80.5997670110697, 7.51493113615022E-09, 0.0219458596747328, 407.86980697822, 0.978222632155194, 282.014404296875, 0, 0.999999867777756, 1, 89.9774072477199, 247.426993617278, 157.431754988373, false, false, true
-2, -0.00232594751356379, 186.091972527094, 0.0865747091548149, 28.6083868610223, -80.5997670114218, 2.43268811704871E-09, 0.00564023437279257, 407.87016266911, 0.978222632155194, 282.014404296875, 0, 0.999999866111089, 1, 89.9779725618926, 251.629874793195, 161.632284821224, false, false, true
-2, -0.00231997221227024, 186.091994077899, 0.0860839883364643, 28.6083868566136, -80.5997670113607, 1.04977055110382E-10, 0.010764745665325, 407.870560623347, 0.978222632155194, 282.014404296875, 0, 0.999999864444422, 1, 89.9777954906402, 250.218349728609, 160.222524107469, false, false, true
-2, -0.00225586860174152, 186.091978557408, 0.0836563802579546, 28.6083868348033, -80.5997670107047, 8.38052250316131E-10, 0.0266174567099454, 407.87112966209, 0.978222632155194, 282.014404296875, 0, 0.999999862777755, 1, 89.9767521313543, 243.58452082657, 153.586817200542, false, false, true
-2, -0.0021302525755686, 186.091991380788, 0.0794022311544475, 28.6083867965828, -80.5997670094192, 4.44708815748147E-09, 0.0412964219672546, 407.871484787998, 0.978222632155194, 282.014404296875, 0, 0.999999861111088, 1, 89.9742818346387, 233.552084455665, 143.555971720797, false, false, true
-2, -0.00196787379587967, 186.091983293183, 0.0735025866102943, 28.6083867435788, -80.5997670077574, 1.03023404181818E-08, 0.0541764056547739, 407.871735114827, 0.978222632155194, 282.014404296875, 0, 0.999999859444421, 1, 89.9698438223682, 222.799362260078, 132.805330985922, false, false, true
-2, -0.00178175211515976, 186.091957759112, 0.0662053585904272, 28.6083866780184, -80.5997670058527, 1.74180796098594E-08, 0.0648906774608103, 407.872115112782, 0.978222632155194, 282.014404296875, 0, 0.999999857777754, 1, 89.9632956414046, 213.528806072014, 123.53664363936, false, false, true
-2, -0.00155799839436125, 186.091956516728, 0.0578296151384371, 28.6083866027684, -80.5997670035629, 2.46040895650317E-08, 0.0726023302830505, 407.872288513391, 0.978222632155194, 282.014404296875, 0, 0.999999856111088, 1, 89.9549713237693, 206.407483114366, 116.411657645925, false, false, true
-2, -0.00131072117671739, 186.091930754483, 0.0487547042836588, 28.6083865212369, -80.5997670010323, 3.05272120048309E-08, 0.0768645763116934, 407.872367716238, 0.978222632155194, 282.014404296875, 0, 0.999999854444421, 1, 89.9454248080388, 201.191910346762, 111.201198757173, false, false, true
-2, -0.00108019507676055, 186.091905194335, 0.0394504365434953, 28.6083864376448, -80.5997669986732, 3.38528657747504E-08, 0.0771005733818315, 407.87216913413, 0.978222632155194, 282.014404296875, 0, 0.999999852777754, 1, 89.9352850993335, 197.510028085585, 107.516614673008, false, false, true
-2, -0.000859643549995962, 186.091885762289, 0.0303773498385359, 28.6083863561297, -80.5997669964162, 3.38228666655725E-08, 0.0737038124062592, 407.872228031579, 0.978222632155194, 282.014404296875, 0, 0.999999851111087, 1, 89.9252370983314, 194.890111334176, 104.89593709309, false, false, true
-2, -0.000612401047100476, 186.091870681383, 0.0219368362162816, 28.6083862802977, -80.599766993886, 3.07004184987407E-08, 0.0672230096262919, 407.872366297786, 0.978222632155194, 282.014404296875, 0, 0.99999984944442, 1, 89.91579494393, 192.995335426871, 103.000105275022, false, false, true
-2, -0.000388447360979097, 186.091831697151, 0.014464680018891, 28.6083862131658, -80.5997669915941, 2.53340596510821E-08, 0.0581228412229254, 407.872038551435, 0.978222632155194, 282.014404296875, 0, 0.999999847777753, 1, 89.9073740163469, 191.638945029512, 101.644278163464, false, false, true
-2, -0.000203471303153617, 186.091816257685, 0.008250836048656, 28.6083861573389, -80.5997669897011, 1.87159328852254E-08, 0.0466441357095933, 407.871775021976, 0.978222632155194, 282.014404296875, 0, 0.999999846111087, 1, 89.9003336199317, 190.681949487998, 100.68555940308, false, false, true
-2, -7.22146353102119E-05, 186.091814064421, 0.00353955848038841, 28.6083861150115, -80.5997669883579, 1.19026697575905E-08, 0.0334328388478906, 407.871177410609, 0.978222632155194, 282.014404296875, 0, 0.999999844444421, 1, 89.894988394069, 190.049321309936, 100.052889944223, false, false, true
-2, -3.61045403921388E-06, 186.091798734851, 0.000505021789128553, 28.6083860877484, -80.5997669876558, 5.96239316209485E-09, 0.0189988948412015, 407.870792167664, 0.978222632155194, 282.014404296875, 0, 0.999999842777755, 1, 89.8915279139314, 189.688376879446, 99.6920736484038, false, false, true
